question,answer,intent
전화로?,네 1600-9999로 전화하시거나 어플 까시면 돼요,배달문의
아 이거 배달도 하나요?,네,배달문의
배달은 되나요?,배달은 되는데 가격이 달라요,배달문의
아 여기도 퀵으로 배달됩니까?,네 됩니다.,배달문의
아 지금 배달이 많으신가 봐요?,예,배달문의
세트나 단품이나 상관없죠?,네,배달문의
그러면 몇 시까지 어디로 갖다 달라 하면 어디로 갖다 주는 거예요?,네,배달문의
배달도 해주시나요?,배달도 해요,배달문의
이거 배달도 되죠?,배달은 배달의 민족을 어플을 통해서 본인확인이 다 되면 가능합니다,배달문의
그럼 배달의 민족 하고 앱으로 하는 거 별 차이 없어요?,배달의 민족이 더 비싸요,배달문의
배달은 돼요?,배달은 만 천 원부터 가능하고요. 버거 가격이 조금 달라요,배달문의
여기 배달해주시는가요?,2만 원 이상은 배달해드려요,배달문의
앱으로 배달 가능한가요?,어플로 가능하세요,배달문의
배달하면 배달료 들죠?,만원 넘으면 배달해드립니다,배달비문의
배달비용은 따로 안 받으시나요?,이만 원 이상 주문하시면 무료라서요,배달비문의
퀵비 받으시는가요 그때도?,받죠 천 원이나 이천 원 정도는 받아요,배달비문의
한 마리 시키나 두 마리 시키나 똑같아요?,네,배달비문의
그럼 배달료 있어요?,원래 천 원인데 열두시 이후부터는 이 천 원이요,배달비문의
혹시 이거 배달하면 배달료 따로 드려야 해요?,동네마다 다르고요 이 근처면 11000원 이상 구매하시면 배달료 없어요,배달비문의
배달은 어떻게 돼요? 배달료 따로 내야 해요?,배달료 기본 3천 원이고 거리마다 조금씩 다른데요 2만 원 넘어가면 배달료 없어요,배달비문의
얼마 전에 전화드리면 돼요?,주문하시면 바쁠 때아니면 50분 내로 다 나가요,배달시간문의
저번에 배달 시키니까 일회용 젓가락이 안 오던데 원래 안 오는 건가요?,요새는 법 때문에 가정집에는 못 주게 되어있어요,배달용기문의
아가씨 요기 세트메뉴 중에서는 어떤 게 잘 나가요?,보통은 오리지널 세트 제일 많이 드세요,베스트메뉴문의추천요청
세트 메뉴 4개 중에 주로 어떤 게 잘 나가요?,소고기 패티가 잘 나가요,베스트메뉴문의추천요청
어떤 종류가 잘 나가나요?,1번부터 4번이 많이 나가요,베스트메뉴문의추천요청
추천 메뉴 있을까요?,저희 가게 대표 메뉴는 치즈 버거입니다,베스트메뉴문의추천요청
제일 인기가 많은 김밥이 어떤 건가요?,참치김밥이 제일 인기가 좋습니다,베스트메뉴문의추천요청
어느 메뉴가 잘 나가나요?,세트메뉴 B가 잘 나갑니다,베스트메뉴문의추천요청
햄버거는 뭐가 제일 맛있어요?,요즘은 치즈 햄버거가 제일 잘나가요,베스트메뉴문의추천요청
저 여기에서 어떤 피자가 가장 인기 많나요?,네 치즈 폭탄 베이컨 피자가 제일 인기 많습니다,베스트메뉴문의추천요청
여기서 제일 잘나가는 건 뭐예요?,포크스테이크가 제일 잘나가요 바로 직화에 굽는 거라 맛있거든요,베스트메뉴문의추천요청
애들도 저거 좋아하죠?,네,베스트메뉴문의추천요청
비싸네요 여기서 제일 많이 나가는 건 뭐 어떤 거예요?,사이버 거요,베스트메뉴문의추천요청
그래요? 빅맥 저거 많이 먹잖아요 그죠?,네,베스트메뉴문의추천요청
어떤 게 좀 인기 있어요?,이게 제일 무난하게 잘 나가고요 저쪽은 치킨 종류 찾으시는 분들께서 많이 드시긴 해요,베스트메뉴문의추천요청
스틱에서 뭐가 맛있어요?,아몬드 크림치즈가 제일 잘나가거든요,베스트메뉴문의추천요청
치킨은 어느 게 잘 나가죠?,다 잘 나가요,베스트메뉴문의추천요청
불고기버거 중에서 잘 나가는 게 어느 거예요?,이게 제일 많이 나가요,베스트메뉴문의추천요청
이게 더 맛있어요? 요게 많이 나가나요?,네 이게 더 많이 나가요,베스트메뉴문의추천요청
고구마는요?,고구마 좋아하시는 분들은 좋아하세요,베스트메뉴문의추천요청
어떤 게 잘 나가요?,요새 블랙 앵거스와 살이 버거 잘 나갑니다,베스트메뉴문의추천요청
치킨 종류가 잘 나가요 햄버거가 잘 나가요?,저희 대표 메뉴가 싸이어 거예요,베스트메뉴문의추천요청
햄버거 말고는 뭐가 잘 나가요?,치킨 종류 있어요,베스트메뉴문의추천요청
어떤 게 잘 나가요?,이것도 취향 따라서 가는데 위트 잘 나가고요,베스트메뉴문의추천요청
요즘에서는 어떤 게 더 잘 나가요? 그러면 십구 번 요거 맛있나요?,네 많이 나가요,베스트메뉴문의추천요청
처음 와서 몰라가 그런데 여자들이 잘 먹는 토핑은 어떤 거 넣으면 돼요?,보시면 에그 마요 일 번 하고 육 번 십구 번이 잘 나가요,베스트메뉴문의추천요청
요새 잘 나가는 버거는 어떤?,불고기 버거요,베스트메뉴문의추천요청
메뉴 어떤 게 잘 나가요? 소개 좀 해주세요,제일 잘나가는 거는 불고기예요,베스트메뉴문의추천요청
뭐 어떤 게 주로 잘 나가요?,이거 세 개가 제일 잘나가고 빅맥이랑 상하이가 제일 많이 나가요,베스트메뉴문의추천요청
치킨 종류는 어떤 게 잘 나가요?,그냥 치킨이랑 이거는 뼈 있는 거고 이건 뼈 없는 거요,베스트메뉴문의추천요청
지금 잘 나가는 버거가 있나요?,살이 버거가 제일 잘나가요,베스트메뉴문의추천요청
치즈스틱으로 그러면 이거 맥 올 데이 세트 중에 주로 많이 잘 나가는 건요?,상하이 버거 많이 나가요 빅맥도 많이 나가요,베스트메뉴문의추천요청
네 버거 종류 어떤 게 잘 나가요?,골든에그 치즈 버거요 이게 지금 리뉴얼 돼서 잘 나가요,베스트메뉴문의추천요청
그러면 세트메뉴가 감자튀김하고 콜라하고 요렇게 나온다 그죠 단일 품목으로는 어떤 게 잘 나가요?,단품만 하시면요 불고기버거 치즈 버거 두 개 하시면 각각 2천 원이거든요 이거 두 개 잘 나가요,베스트메뉴문의추천요청
세 개 중에선 어떤 게 잘 나가요?,담백한 거 좋아하시면 빅맥 드시고요 상하이 버거는 치킨 패티 자체가 매콤하고요 슈슈 버거는 새우 패틴데 소스가 달콤해요,베스트메뉴문의추천요청
햄버거 종류 어떤 게 잘 나가요? 제가 잘 안 먹어 봐가지고,누가 드세요? 보통은 불고기버거하고 새우버거하고 핫프레스 버거 이렇게 세 개가 제일 잘나가요,베스트메뉴문의추천요청
뭐가 제일 잘나가요?,살이 버거 잘 나가고요 신상인 인크레더블 버거도 많이 나가요,베스트메뉴문의추천요청
어떤 버거가 잘 나가요?,살이 버거가 제일 잘나가고요 요즘은 인크레더블 버거랑 치즈 버거도 잘 나가요,베스트메뉴문의추천요청
중학생인데 어떤 거 좋아해요? 크랩하고 불고기 중에,불고기가 제일 잘나가요 그다음에 남학생들은 살사가 잘 나가고요,베스트메뉴문의추천요청
우리 애가 여기 거 하나 사달라고 해가지고 어떤 거 제일 많이 나가요?,제일 많이 나가는 건 살이 버거 세트입니다,베스트메뉴문의추천요청
세트 어떤 게 괜찮아요?,골고루 잘 나가요,베스트메뉴문의추천요청
빨대하고 냅킨은?,저쪽에 있어서 들고 가시면 돼요 ,빨대냅킨등비품문의
혹시 빨대는 어디에 있나요?,카운터 앞에 가시면 있습니다,빨대냅킨등비품문의
빨대는 어디 있나요?,왼쪽에 있습니다,빨대냅킨등비품문의
물티슈는?,물티슈 옆에서 뽑아 가셔야 되세요,빨대냅킨등비품문의
여기 빨 때가 다 떨어졌습니다,금방 채워드리겠습니다,빨대냅킨등비품요청
제가 처음 와봐서 빵을 골라야 해요?,네 다섯 가지 종류 있습니다,빵식재료선택문의
콜라보는 사이즈 얼마나 해요?,"인형은 이거고, 사이즈는 재봐야 알아요",사은품문의
감자튀김 사이즈업 가능한가요?,네 가능합니다,사이즈-업문의요청
감자튀김 사이즈 업해주세요,500원 추가됩니다,사이즈-업문의요청
사이즈 업하고 세트로 묶을 수 있나요?,네 당연하죠.,사이즈-업문의요청
라지 세트로 변경 가능한가요?,가능합니다,사이즈-업문의요청
스몰 사이즈도 있어요?,네 미디엄 하면 이천 원이고 라지 하면 이천육백 원입니다,사이즈-업문의요청
뭐 사이즈-업 되나요?,네,사이즈-업문의요청
세트 메뉴 시킬 때 콜라 사이즈-업 되나요?,"네 라지 사이즈로 하시면 감자, 콜라가 사이즈 업그레이드 가능하세요",사이즈-업문의요청
닭개장하고 닭곰탕하고 이거는 세트로 파나요?,네 세트로 하시면 하나랑 같이요,세트메뉴구성문의
"여기 올 데이 킹 세트가 4,900원 카는 거 저건 세트가 뭐 뭐로 들어가 예 뭐 감자 저기 사이드로?",세트 하시면 음료랑 감자튀김이랑 버거랑 같이 나와요,세트메뉴구성문의
음료도 포함되어 있는 건가요?,네 포함되었습니다,세트메뉴구성문의
어린이 세트는 장난감이 남아있나요?,"네 2, 3번 남아있습니다",세트메뉴구성문의
나는 감자를 잘 안 먹는데요?,아니면 따로 구매도 가능하세요,세트메뉴구성문의
5500원이요? 그라면 치즈스틱하고 세트로 하면 5900원이에요?,네,세트메뉴구성문의
그럼 이 불고기요 버거 세트인가요 이게?,이쪽은 세트고 이쪽은 버거인데요 지금 세트에 100원만 추가하시면 치즈스틱같이 드리고 있어요,세트메뉴구성문의
요게 세트 이거라는 거죠? 병 콜라 드가고 프렌치프라이 드간다 그죠?,네,세트메뉴구성문의
아 어떤 걸로 되죠?,감자튀김은 치즈스틱도 되고 콜라도 다른 음료로 변경 가능하세요,세트메뉴구성문의
그럼 세트로 콜라랑 감자튀김이죠? 다른 건 안 나오나요?,네 기본으로 콜라와 감자튀김 나오고 콜라나 감자튀김은 다른 걸로 변경 가능하세요,세트메뉴구성문의
세트 뭐 뭐 나오죠?,감자와 콜라 이렇게 나옵니다,세트메뉴구성문의
그럼 사이드 메뉴로 감자튀김하고 콜라만 나오나요?,네,세트메뉴구성문의
아 칼 넣어 주시고 그러면 사이드 메뉴로 지금 나오는 게 감자밖에 없죠?,감자랑 콜라랑 나가요,세트메뉴구성문의
사이드 메뉴는 그럼 감자튀김밖에 없는 거예요?,네 400원 추가하시면 치즈스틱으로 변경 가능하세요,세트메뉴구성문의
세트에는 원래 뭐 뭐 들어가는데요?,세트는 원래 버거 감자 콜라에요,세트메뉴구성문의
오리지널 불고기버거 세트에는 원래 치즈스틱이 없는데 백원만 추가하면 치즈스틱을 준다는 거예요?,네,세트메뉴구성문의
살이 버거 단품은 삼천사백이고 세트 같은 경우는 뭐 있어요?,감자랑 콜라가 들어가요,세트메뉴구성문의
세트 하면 음료수하고 뭐가 나오죠?,음료수하고 햄버거하고 감자요,세트메뉴구성문의
세트가 요렇게 묶여 있네?,"네, 핫치킨이랑 같이 드려요",세트메뉴종류문의
햄버거나 세트 메뉴는 뭐 있어요?,같이 음료 있는 거는 이거예요,세트메뉴종류문의
세트메뉴는 어떤 종류가 있나요?,떡볶이 순대 세트와 떡볶이 튀김 세트가 있습니다,세트메뉴종류문의
세트메뉴 좀 볼게요,메뉴판 여기 있습니다,세트메뉴종류문의
떡볶이 세트 메뉴도 있나요?,떡볶이 튀김 순대 세트 있습니다,세트메뉴종류문의
거기 아까 4900원이 혹시 세트인가요?,네 버거와 감자튀김과 햄버거 음료수까지요,세트메뉴종류문의
세트메뉴는 어떤 거 있어요?,다 세트 있습니다,세트메뉴종류문의
그래요 그러면 그 세트메뉴 어떤 거 있어요?,전부다 세트 메뉴 가능하신데 햄버거는 세트 안돼요,세트메뉴종류문의
오늘 처음 와서 그런데 햄버거 세트메뉴가 어떤 거 있어요?,다 세트 있는 것들이에요,세트메뉴종류문의
음료는 커피로 바꿀 수 있나요?,네 200원 추가입니다,세트메뉴중메뉴교환문의요청
주스로 바꿔주실 수 있나요?,네 가능합니다,세트메뉴중메뉴교환문의요청
더블 치즈 버거 세트를 콜라 말고 커피로 바꿀 수 있을까요?,가능하지만 500원의 추가 요금이 발생합니다,세트메뉴중메뉴교환문의요청
음료는 콜라 대신 주스로 바꿀 수 있나요?,네 바꿀 수 있습니다,세트메뉴중메뉴교환문의요청
음료는 바닐라밀크셰이크로 바꿔주세요,밀크셰이크로 변경 시 추가요금 1000원 있습니다,세트메뉴중메뉴교환문의요청
음료수를 바꿀 수 있을까요?,네 그럼요,세트메뉴중메뉴교환문의요청
콜라를 사이다로 바꿀 수 있나요?,네 가능합니다,세트메뉴중메뉴교환문의요청
세트 메뉴에 구성을 변경해도 되나요?,죄송하지만 그건 어렵습니다.,세트메뉴중메뉴교환문의요청
