question,answer,intent
그러면 커피는 쿠폰으로 스콘은 카드로 계산해주세요,알겠습니다,기프티콘쿠폰멤버십결제요구
아이스 아메리카노에 얼음 조금 덜 넣어주실 수 있나요?,네 또 더 필요한 거 있으세요?,얼음량요구
네 블루베리 스무디 1개 더 추가로 주세요,드시고 가시나요?,일반주문
아니요 테이크아웃이요,네 포인트 적립하시나요,테이크아웃요구
아니요 기프티콘으로 결제할게요,저한테 보여주시고 제가 확인 버튼 누르면 돼요,결제요청
여기 있습니다,네 확인되셨고 차례되면 진동벨 울리실 거예요,기프티콘쿠폰멤버십결제요구
핫초코 파나요?,네 4500원입니다,주문가능여부문의
핫초코 한잔 아메리카노 한잔하면 얼마인가요?,9500원입니다,가격문의
사이즈업 되나요?,아메리카노만 사이즈업 가능하십니다,사이즈요구
핫초코 한 잔 아메리카노 사이즈업한 잔 하면 얼마인가요?,10000원입니다,가격문의
레몬티도 파나요?,네 4500원입니다,메뉴문의
제일 맛있는 케이크가 뭐예요,치즈 케이크가 잘 팔려요,메뉴추천요구
한 조각에 얼마죠,4000원입니다,가격문의
그거랑 아메리카노 주세요,사이즈 선택해주세요,일반주문
라지 사이즈로 주세요,총 8800원입니다,일반주문
카드로 결제할게요,영수증 드릴게요,결제요청
저 아메리카노에 샷 추가해서 주세요,저희 투 샷으로 들어가는데 샷 추가해드릴까요?,일반주문
네 4샷으로 넣어주세요,네 4000원입니다,에스프레소샷개수요구
저 카카오페이로 결제할게요,결제 완료되었습니다,모바일페이결제
아 저 이 티라미수도 하나 주세요,네 티라미수는 4500원입니다,일반주문
네 두 개 함께 가져다주세요,네 감사합니다,서빙요구
제가 커피를 못 마시는데 음료 좀 추천해주세요,그럼 생과일주스가 어떠신가요,메뉴추천요구
주스는 너무 달아서 싫은데 다른 건 없나요,그럼 이번에 나온 오곡 라테 추천해드려요,메뉴추천요구
그건 달지 않나요?,네 곡물가루만 넣어서 고소하고 따듯해요,메뉴문의
통신사 할인되죠?,네 300원 할인됩니다,할인문의
카드로 결제할게요,네 감사합니다,결제요청
디카페인 음료 주문 가능할까요?,네 디카페인 라테 아메리카노 주문 가능합니다,주문가능여부문의
그럼 디카페인 라테 한잔해주세요,네 다른 필요하신 건 없으신가요?,일반주문
멤버십으로 사이즈업해주세요,네 사이즈업 도와드리겠습니다,사이즈요구
매장에서 마시려는데 언제까지 영업하시나요?,오후 10시까지 영업입니다,영업시간문의
네 엘지 파이로 계산할게요,네 엘지 파이로 결제 도와드리겠습니다,모바일페이결제
플렛 화이트 아이스도 있나요?,네 있습니다,메뉴문의
머핀이나 케이크도 있나요?,네 초코머핀이랑 치즈케이크 있습니다,메뉴문의
그럼 초코머핀 하나 주세요,초코머핀 데워 드릴까요?,일반주문
아니요 그냥 주세요,결제해드릴게요,조리요구
기프트콘 사용 가능하나요?,네 가능합니다,기프티콘쿠폰멤버십사용문의
바닐라라테 진하게 가능할까요?,네 그럼 시럽 많이 넣어드릴게요,메뉴문의
아이스인데 얼음 없이 줄 수 있으세요?,얼음 아예 빼는 건 안되고 최대한 조금 넣어드릴게요,얼음량요구
쿠폰 10개 다 모았는데 사용 가능할까요?,쿠폰은 아메리카노만 사용 가능하세요,기프티콘쿠폰멤버십결제요구
가격 차감으로는 안 되나요?,한 번만 해드릴게요,기프티콘쿠폰멤버십사용문의
조금만 앉아있다가 나갈 건데 일회용 컵에는 안될까요?,앉아계실 거면 컵만 가능하세요,테이크아웃요구
카페라테 한잔 주세요,따뜻한 걸로 드릴까요?,일반주문
아이스로 주세요,드시고 가시나요?,일반주문
아니요 가지고 나갈 거예요,포인트 적립하시나요?,테이크아웃요구
아니요 그냥 결제해주세요,결제 도와드리겠습니다,결제요청
현금으로 할게요,현금영수증 해드릴까요?,결제요청
아메리카노 한 잔 주세요,아이스로 드릴까요?,일반주문
네 차가운 걸로 주세요,4500원입니다,일반주문
이 쿠키는 뭐예요?,초코칩 쿠키입니다,메뉴문의
이것도 하나 주시는데 얼마에요?,2000원입니다,가격문의
네 여기 현금영수증도 해주세요,네 번호 적어주세요,현금영수증요청
아이스 아메리카노 하나 따뜻한 자몽치 하나 주세요,아메리카노 원두는 어떤 걸로 할까요?,일반주문
어떤 게 괜찮아요?,보통 여자분들이나 특정 원두를 선호하시는 게 아니면 예가체프 많이 추천해드려요,메뉴추천요구
많이 쓴가요?,쓴맛은 많이 없고 산미가 있고 다른 원두들보다 과일향이 나죠,메뉴문의
그러면 예가체프로 주세요,부드러워서 아메리카노 안 좋아하시는 분들도 많이 선택하세요,특정원두요구
테이크 아웃으로 해주세요,네 진동벨 울리면 픽업 테이블로 와주세요,테이크아웃요구
아이스 말차 라테에 에스프레소 샷 하나 추가해서 주세요,네 따로 추가하실 건 없으신가요?,일반주문
지금 말차 케이크는 품절인 거죠?,네 죄송하지만 말차 케이크는 품절되었습니다,주문가능여부문의
그럼 말차 라테에 잘 어울리는 케이크 하나 추천해주시겠어요?,치즈 케이크가 잘 어울려서 같이 주문하시는 고객님들이 많으세요,메뉴추천요구
그럼 추천해주신 치즈 케이크도 같이 주세요,네 매장에서 드시고 가시나요?,일반주문
네 매장에서 먹고 갈게요,네 그럼  바로 준비해드리겠습니다,테이크아웃요구
그린 티 프라푸치노 하나 주세요,네 사이즈는 어떻게 드릴까요?,일반주문
그리고 휘핑크림은 에스프레소 크림으로 올려주세요,결제는 어떻게 해드릴까요?,옵션추가요구
스타벅스 카드로 계산할게요,사용하시고 잔액 3천 원인데 충전하시겠어요?,결제요청
네 2만 원 충전해주세요,네 알겠습니다,포인트충전
에스프레소 한 잔하고 카페모카 두 잔 주세요,카페모카 사이즈는 어떤 걸 드릴까요,일반주문
그랑데 사이즈로 주십시오,드시고 가실 건가요,일반주문
네,전부 1만 3천 원입니다,테이크아웃요구
할인카드 있습니다,할인되어 1만 1천 원입니다,할인요청
할인율이 높군요,감사합니다,할인문의
핫초코에 우유를 더 많이 타서 연하게 만들어주실 수 있나요?,네 그렇게 해드리겠습니다,주문가능여부문의
얼마인가요?,5천 원입니다,가격문의
아이스로 변경할 경우 추가요금이 있나요?,아이스 음료는 500원이 더 비쌉니다,가격문의
그냥 따뜻한 걸로 주시고 따뜻한 아메리카노도 한잔 더 주실 수 있나요?,들고 가실 건가요?,일반주문
네 안전히 들고 갈 수 있게 부탁드립니다,손잡이 있는 캐리어에 담아드리겠습니다,테이크아웃요구
밀크티 한 잔 얼마에요?,4500원입니다,가격문의
사이즈업 되나요?,네,사이즈요구
케이크는 뭐가 제일 맛있어요?,요즘은 초코 케이크가 제일 잘나가요,메뉴추천요구
초코 케이크 한 조각 주세요,네 더 필요하신 건 없으세요?,일반주문
현금 영수증 해주세요,네 번호 찍어주세요,현금영수증요청
카페라테 가격은 얼마인가요?,5000원입니다,가격문의
멤버십 있는데 포인트 쓸 수 있나요?,네 포인트 사용 가능하세요,기프티콘쿠폰멤버십사용문의
포인트 사용하고 적립 동시에 가능한가요?,포인트 사용하시면 적립은 안됩니다,기프티콘쿠폰멤버십사용문의
포인트 사용 없이 적립만 할게요,네 멤버십 카드 주시면 도와드리겠습니다,쿠폰멤버십적립문의
멤버십 카드 드리고 현금으로 계산할게요,네 현금영수증 해드릴까요?,결제요청
아이스 아메리카노 주세요,샌드위치는 안 필요하신가요?,일반주문
지금도 브런치 할인하나요?,네 10시까지 하고 있습니다,할인문의
그럼 크로크무슈와 아이스 아메리카노로 할게요,더 필요하신 건 없나요?,일반주문
네 할인돼도 적립은 해주죠?,네 바코드 보여주세요,쿠폰멤버십적립문의
현금영수증도 할게요,네 번호 입력해주세요,현금영수증요청
민트 초코 프라푸치노 주세요,휘핑 올려드릴까요?,일반주문
탑처럼 쌓아주세요,알겠습니다,일반주문
민트 시럽도 코가 찡할 만큼 올려주세요,드시고 가시나요?,시럽설탕요구
포장이요,5500원입니다,테이크아웃요구
적립도 해주세요,알겠습니다,쿠폰멤버십적립문의
아이스 아메리카노 하나랑 녹차라테 주세요,녹차라테도 아이스로 드릴까요?,일반주문
녹차라테는 따뜻하게 주세요,사이즈는 어떻게 드릴까요?,일반주문
둘 다 스몰 사이즈로 주세요,드시고 가시나요?,일반주문
마시다가 들고나갈 건데 테이크아웃으로 주세요,규정상 매장에서는 머그컵으로 드리고 있어요,테이크아웃요구
나갈 때 테이크아웃 컵으로 옮겨줄 수 있나요?,네 그렇게 해드릴게요,테이크아웃요구
아메리카노 두 잔 마키아토 한잔 주세요,드시고 가실 건가요,일반주문
테이크아웃 잔으로 주세요,올해부터는 점포 안에서 1회용을 사용하실 수 없습니다,테이크아웃요구
네 머그잔으로 주세요,마키아토 휘핑 올려드릴까요,테이크아웃요구
무료인가요,500 원 추가입니다,가격문의
추가해주세요,자리에 앉아 계시면 가져다드리겠습니다,옵션추가요구
아메리카노 교환권이 있는데 다른 걸로 바꿀 수 있을까요?,가능한데 어떤 걸로 바꿔드릴까요?,기프티콘쿠폰멤버십메뉴변경문의
카페라테로 교환해주세요,사이즈는 어떤 걸로 해드릴까요?,메뉴문의
통신사 쿠폰 사용해서 라지 사이즈로 해주세요,이곳에 바코드 찍어주세요,일반주문
추가요금은 얼마인가요?,500원 결제해주시면 됩니다,가격문의
이 카드로 해주세요,음료 나오면 진동벨로 알려드리겠습니다,결제요청
아이스 아메리카노 1잔이랑 아이스 카페라테 1잔 얼마인가요?,아이스 아메리카노 1잔은 4000원 아이스 카페라테 1잔은 5000원입니다,가격문의
멤버십 할인되나요?,네 멤버십 할인하시면 10퍼센트 할인됩니다,할인문의
기프티콘 있는데 쓸 수 있나요?,네 유효기간 내라면 사용 가능하세요,기프티콘쿠폰멤버십사용문의
여기에서 지하철 타려면 어느 역으로 가야 하나요?,분당선 압구정 로데오 역을 이용하시면 됩니다,주변시설
여기 주차되나요?,건물 뒤에 주차장 있습니다,주차문의
쿠앤크 치노 하나요,아이스로 드릴까요?,일반주문
네 아이스요,드시고 가세요?,일반주문
네 먹고 가요,계산은 어떻게 하실 건가요?,테이크아웃요구
여기 카드로 결제해주세요,네 결제해드렸습니다,결제요청
얼마나 기다려야 하나요?,5분 정도 기다리세요,제조시간문의
카페인 안 들은 음료는 뭐가 있을까요?,피지와 나 티 종류가 있습니다,메뉴문의
피지와는 어떤 게 있어요?,라임하고 자몽이 있습니다,메뉴문의
둘 중에 어떤 게 더 잘 나가요?,자몽이 조금 더 잘 나가요,메뉴문의
자몽 피지와 주세요,네 더 필요하신 건 없으세요?,일반주문
포인트 적립해주세요,네 번호 입력 부탁드립니다,쿠폰멤버십적립문의
티 종류도 아이스 가능한가요?,네 고객님 티 종류 다 아이스 가능합니다,주문가능여부문의
그럼 캐머마일 아이스로 하나 주세요,네 고객님 사이즈는 톨 사이즈 괜찮으신가요?,일반주문
네 괜찮아요,네 고객님 포인트 적립하시겠어요?,일반주문
네 번호로 할게요,네 앞쪽에 번호 눌러주세요,결제문의
아 포인트 있으면 포인트 사용해주세요,네 고객님 포인트 총 5000점 있으신데 그중 4500점 사용 도와드리겠습니다,기프티콘쿠폰멤버십결제요구
화이트 모카 한 잔 주세요,드시고 가세요?,일반주문
아뇨 테이크아웃이요,휘핑 올려드릴까요?,테이크아웃요구
네 올려주세요,따뜻한 걸로 드릴까요 차가운 걸로 드릴까요?,일반주문
따뜻한 걸로 주세요,사이즈는 어떻게 드릴까요?,일반주문
톨 사이즈로 주문할게요,네 계산 도와드리겠습니다,일반주문
아이스 아메리카노 하나랑 카페모카 하나 주세요,카페모카도 아이스 맞으세요?,일반주문
카페모카는 따뜻한 거로 주세요,카페모카 위에 휘핑 올려드릴까요?,일반주문
많이 올려주세요,테이크아웃이세요?,일반주문
