question,answer,intent
그러면 양념 된 거는 부위별로 있고요?,네 간장만 하고 매운맛하고 두 개 있는데 그거는 다리하고 날개만 된 것도 있습니다,메뉴정보문의
마찰이 짬뽕밥은 돼지고기 들어가나요?,짬뽕은 돼지고기 약간씩 들어갑니다,메뉴정보문의
전복 들어가고 여러 가지 또 딴 것도 들어가죠?,네네,메뉴정보문의
전복 들어가는 거는 특해물 짬뽕 시켜야 돼요?,전복 짬뽕 시키면 전복이 들어가죠,메뉴정보문의
슈퍼디럭스랑 슈퍼슈프림이랑 뭐가 달라요?,토핑 차이인데 슈퍼슈프림이 좀 더 채소가 많이 올라갑니다,메뉴차이문의
원형 피자랑 네모난 거는 어떻게 달라요?,원형 피자는 흑미 도우라서 약간 쫄깃쫄깃하고요 네모난 거는 초벌을 두 번 해서 약간 바삭바삭해요,메뉴차이문의
간짜장하고 짜장면하고 차이점이 뭐예요?,짜장은 미리 볶아놓은 거고  간짜장은 주문받고 볶아서 나가는 겁니다,메뉴차이문의
거기 비비큐 오리지널 프라이드랑 황금올리브유 차이가 뭐예요?,같은 겁니다,메뉴차이문의
근데 칠리 탕수육도 있고 사천 탕수육도 있던데 어떤 게 나아요?,학생들은 칠리 좋아하고 일반 어른분들은 일반 탕수육 좋아합니다,메뉴차이문의
아 군만두도 하나 추가요,네 군만두 하나 추가하겠습니다,메뉴추가문의요청
탕수육 작은 사이즈로 하나 부탁드려요,탕수육 추가해서 2만 원입니다,메뉴추가문의요청
윙도 하나 갖다 주세요,윙도 추가해드릴게요,메뉴추가문의요청
그럼 두 개 같이 보내주세요,알겠습니다 총 42000원 카드로 결제해주시면 됩니다,메뉴추가문의요청
혹시 공깃밥도 주문이 되나요?,네 한 공기당 천 원이요,메뉴추가문의요청
맞아요 그리고 짬뽕 한 개 추가요,일반 짬뽕 한 개 추가하시면 총 40000원입니다,메뉴추가문의요청
그럼 세트 2번에 콜라도 갖다 주세요,네 콜라는 그냥 서비스로 드릴게요,메뉴추가문의요청
허니콤보 2개에 콜라 큰 거 하나 추가해주세요,허니콤보 2개 콜라 큰 거 하나 알겠습니다,메뉴추가문의요청
아 군만두도 하나 추가요,네 군만두 하나 추가하겠습니다,메뉴추가문의요청
그리고 저 감자튀김 쿠폰을 모아서 그런데 감자튀김도 같이 주실 수 있나요?,네  감자튀김도 같이 준비해드리겠습니다,메뉴추가문의요청
짬뽕에 공깃밥 추가할게요,8500원입니다,메뉴추가문의요청
탕수육 세트에 자장면 곱빼기 추가되나요?,네 됩니다,메뉴추가문의요청
그러면 공깃밥 추가하면 추가로 돈 드려야 돼요?,네 하나에 천 원이에요,메뉴추가문의요청
얼마나 더해지나요?,5천 원 정도 추가돼요,메뉴추가문의요청
선생님은 별도로 시키려고요,선생님 거는 고구마라든지 포테이토 시키면 괜찮고 애들은 콤비네이션이랑 불고기랑 많이 나가요,메뉴추가문의요청
치즈 없는 피자 주문하면 할인해주시나요?,네 치즈 가격은 빼 드려요,메뉴할인문의
혹시 라지 두 판 하면 할인해주시나요?,따로 할인되는 건 없습니다,메뉴할인문의
네 제가 혹시 요기 요로 주문했는데 배달 할인 7000원이 되나요? 어제까지는 반반인데 오늘 7000원 그러는 거 같던데,네 요기 요로 주문하시면 됩니다,메뉴할인문의
그 프라이드 시킬 건데 요기요 통하면 50프로 디시 된다 하던데,그 문의는 저희 쪽 말고 요기요에 물어보세요,메뉴할인문의
머스터드는 안 주셔도 되거든요 그러면 가격이 할인되나요?,아니요 할인 같은 건 안되고요,메뉴할인문의
그러면 무를 빼면 가격 할인이 안 되나요?,그렇게 안돼요 정해진 가격대로 받아야 돼요,메뉴할인문의
허니 오리지널은 쿠폰 사용되나요?,허니 오리지널은 쿠폰 사용하시면 1000원 추가됩니다,무료쿠폰사용
프라이드치킨은 쿠폰으로 결제할게요,쿠폰 10장 미리 준비해주세요,무료쿠폰사용
네 그리고 스파게티 쿠폰 3장 있는데 다 쓸 수 있나요?,아니요 쿠폰은 주문 당 한 장만 쓸 수 있습니다,무료쿠폰사용
탕수육 쿠폰을 쓸 수 있나요?,네 결제 시 같이 주세요,무료쿠폰사용
콜라하고 무료 조각 쿠폰 이런 거 3개 있는데,하나씩 사용 가능하세요,무료쿠폰사용
양념 반 오리지널 반으로 되나요?,네 됩니다,반반메뉴문의
프라이드 반 양념 반 되나요?,네 물론 가능합니다.,반반메뉴문의
순살로 주문하려고 하는데 뼈 있는 거 반반씩 가능할까요?,순살로만 주문이 가능하십니다.,반반메뉴문의
쿠폰은 몇 개와요?,2개 이상 시키면 3장씩 드려요,받는쿠폰수문의
짜장면 2개 배달말고 찾으러 갈 건데 언제까지 가면 되나요?,20분 뒤에 오시면 됩니다,방문포장문의요청
너무 오래 걸리는데 혹시 방문 포장 가능하나요?,아뇨 배달 주문만 합니다,방문포장문의요청
저 방문해서 가져가겠습니다,그럼 방문포장이므로 2000원 할인됩니다,방문포장문의요청
얼마 이상 구매해야 배달 가능한가요?,만 원 이상 구매하시면 배달해드립니다,배달가능금액문의
한 판은 주문이 불가능한가요?,아뇨 가능하세요,배달가능금액문의
지금 주문되나요?,네,배달가능문의
안녕하세요 주문되나요?,네 하시면 됩니다,배달가능문의
지금 짜장면이랑 짬뽕 배달되나요?,짬뽕 재료가 다 떨어져서 짜장면만 가능하세요,배달가능문의
지금 배달되나요?,네 가능합니다,배달가능문의
지금 배달되나요?,네 지금 됩니다,배달가능문의
지금 배달 가능한가요?,가능합니다,배달가능문의
지금 배달되나요?,네 가능합니다,배달가능문의
지금 배달 가능한가요?,네 가능하십니다,배달가능문의
지금 배달 가능한가요?,가능합니다,배달가능문의
지금 배달되나요?,네 가능합니다,배달가능문의
지금 배달되나요?,네 가능합니다,배달가능문의
배달 가능한가요?,네 주문받겠습니다,배달가능문의
지금 배달 가능한가요?,네 배달 가능합니다,배달가능문의
피자 지금 배달 가능한가요,네 가능합니다,배달가능문의
지금 배달하시나요?,네 말씀 하세요,배달가능문의
지금 배달 가능 시각인가요?,가능하세요,배달가능문의
지금 배달되나요?,네 11시까지 배달됩니다,배달가능문의
배달도 되나요?,네 배달도 해드립니다,배달가능문의
지금 배달 가능합니까?,가능한데 주문이 밀려있어서 시간이 조금 걸려요,배달가능문의
바쁜가 보네요,예 저녁시간이라 주문이 밀려있어요,배달가능문의
주문되나요?,네 가능합니다,배달가능문의
지금 배달 가능한가요?,네 가능합니다.,배달가능문의
배달 가능한가요?,네 배달됩니다,배달가능문의
지금 배달되나요?,네,배달가능문의
9시 넘었는데 지금도 배달되나요?,네 됩니다,배달가능문의
지금 배달되나요?,네. 지금 가능합니다.,배달가능문의
거기 배달되시지요?,네 배달됩니다,배달가능문의
외동인데 배달되나요?,네,배달가능문의
외동 배달되나요?,네 가능하세요,배달가능문의
지금 배달돼요?,네,배달가능문의
아 그러면 열두 시부터 배달은 돼요?,네 저녁 열두시까지 가능해요,배달가능문의
아 그럼 배달도 되고 예?,네 배달됩니다,배달가능문의
피자 배달되나요?,네,배달가능문의
지금 배달되나요?,네,배달가능문의
배달 가능한가요?,네,배달가능문의
네 수고하십니다 저 지금 죄송하지만 배달 가능한가요,네 가능하십니다,배달가능문의
지금 배달 가능한가요?,네,배달가능문의
지금 배달되나요?,네,배달가능문의
수고하십니다 반점이죠 배달 가능한가요?,네,배달가능문의
배달되나요?,지금 끝났는데요 죄송해요,배달가능문의
배달 가능한가요?,예,배달가능문의
수고하십니다 죄송하지만 배달되나요?,네,배달가능문의
지금 배달 가능한가요?,네 말씀 하세요,배달가능문의
중국집 명성 누죠? 배달 지금 가능한가요?,예 배달 가능합니다,배달가능문의
배달하고 포장하고 가격은 달라요?,틀리죠,배달과포장가격차이문의
배달비는 따로 있나요?,없습니다,배달비문의
요즘 배달비 따로 있나요?,네 2천 원 있습니다,배달비문의
배달비는 얼마에요?,5000원입니다,배달비문의
혹시 추가되는 배달비가 있나요?,추가되는 배달비 없습니다,배달비문의
배달비가 있나요?,배달비 2000원입니다.,배달비문의
배달료는 얼마인가요?,2000원입니다,배달비문의
배달료도 또 있죠?,네 왜 돈은 배달료 500원 추가세요.,배달비문의
배달료가 있어요?,네 배달 팁 500원 있어요 그래서 총 25200원입니다,배달비문의
배달료도 따로 드려야 되는가요?,기본적으로 배달은 안 되고요 단체 배달만 가능해요,배달비문의
퀵비 따로 드려야 되나요?,아뇨 배달료는 저희가 부담합니다,배달비문의
배달료가 있는 거네요?,홀에서 드시는 거하고 배달 나가는 거 하고 가격과 양이 틀립니다,배달비문의
아 그러면 배달료는 받나요?,저희는 없습니다,배달비문의
배달료 따로 받아요?,네,배달비문의
요기 배달료 포함인가요?,아니요,배달비문의
그럼 통닭 값이랑 거기다가 오천 원 더 들어간다는 거죠?,네,배달비문의
그럼 퀵은 배송비 얼마 들어요?,퀵비 오천 원 들죠,배달비문의
배달하면 배달료 따로 있나요?,아뇨 따로 없는데 배달하시면 이십 분 더 걸려요,배달비문의
배달료 얼마 받는데요?,배달비 그 거리마다 다르고 기본 이천 원이에요.,배달비문의
혹시 배달료 따로 받나요?,네,배달비문의
아 혹시 배달료 따로 받던데 배달료는 있나요?,저희 매장은 현재는 없습니다,배달비문의
그럼 배달료 따로 받던데 받나요?,아뇨 똑같이 해요,배달비문의
원대동인데 주문할 때 배달비 드려야 되나요?,원대동은 배달비 천원 있습니다,배달비문의
배달비 따로 있어요?,없습니다,배달비문의
배달비 따로 드려야 되나요?,아뇨 배달비는 따로 없습니다,배달비문의
배달하면 배달료 따로 붙나요?,배달료는 따로 없습니다,배달비문의
배달비는 따로 드려야 돼요?,아니요 배달비는 따로 없습니다,배달비문의
배달비는 따로 드려야 되나요?,아니요 그런 거 없어요,배달비문의
그러면 배달비는 따로 드려야 돼요?,아니요 그런 거 없어요,배달비문의
아 그러면 배달비도 따로 내야 되나요?,배달비는 없습니다,배달비문의
혹시 배달 얼마나 걸리나요?,지금 주문이 조금 밀려서 40분 정도 걸릴 거 같아요,배달시간문의
배달은 얼마나 걸리나요?,네 30분에서 40분 정도 걸릴 예정입니다,배달시간문의
네 배달은 얼마나 걸리나요?,30분 정도 걸립니다,배달시간문의
네 혹시 배달시간은 얼마나 걸릴까요?,지금 주문이 밀려서 50분 정도 걸릴 것 같아요,배달시간문의
배달 오는 데까지 몇 시간 걸리나요?,50분 정도 걸립니다,배달시간문의
소요시간은 대략 어느 정도 걸리나요?,지금으로부터 50분 이내에 배달됩니다,배달시간문의
얼마나 걸릴까요?,40분 정도 소요됩니다,배달시간문의
얼마나 걸리나요?,30분 정도 걸려요,배달시간문의
지금 주문하면 언제쯤 배달되나요?,30분쯤 뒤에 배달됩니다,배달시간문의
네  그럼 그걸로 주시고 시간은 얼마나 걸리죠?,한 20분 정도 걸립니다,배달시간문의
30분 안에 배달 가능할까요?,네 신속한 배달해드리겠습니다,배달시간문의
네 배달 시간은 얼마나 걸리나요?,30분 정도 걸릴 예정입니다,배달시간문의
그렇게나 많이 기다려야 해요?,네 지금 배달업체도 비상이에요,배달시간문의
얼마나 기다리면 될까요?,1시간 30분에서 2시간 정도 될 거 같은데요,배달시간문의
얼마나 걸리나요?,40분 소요됩니다,배달시간문의
몇 시쯤 오실까요?,1시간 30분 후에 도착해서 전화드리겠습니다,배달시간문의
치킨 한 마리 피자 한 판 주문하면 얼마나 걸리나요?,오늘 연휴 기간이라 1시간 이상 걸립니다,배달시간문의
지금 주문하면 얼마나 걸려요?,40분 정도 걸립니다,배달시간문의
30분 안에 배달되나요?,네 금방 가져다드릴게요,배달시간문의
얼마나 걸리나요?,지금 주문이 조금 밀려있어서 30분 정도 걸리세요,배달시간문의
네 혹시 얼마나 걸리나요?,지금부터 한 20분 정도 소요됩니다,배달시간문의
배달 시간은 얼마나 걸리나요?,30분 정도 걸립니다,배달시간문의
시간은 어느 정도 걸릴까요?,대략 30분 정도 예상해주세요,배달시간문의
왜 늦을 수도 있어요?,죄송합니다 주문이 밀려서요,배달시간문의
지금 주문하면 얼마나 걸릴까요?,40분 정도 소요됩니다,배달시간문의
얼마나 걸리나요?,1시간 정도 예상됩니다,배달시간문의
피자 주문하면 얼마나 걸릴까요?,1시간 정도 걸릴 거 같아요,배달시간문의
